id,article_title,article_language,journal_title,jounral_abbreviation,article_jvolumn,article_jissue,author_list
327157,Effect of QVA149 on lung volumes and exercise tolerance in COPD patients: the BRIGHT study,,Respiratory medicine,,108,4,"{""Jutta Beier"",""Peter D'Andrea"",""Michelle Henley"",""Stephanie Korn"",""Kai-Michael Beeh"",""Donald Banerji"",""Dalal Jadayel""}"
793206,Disseminated lymphoma with large granular lymphocyte morphology diagnosed in a horse via abdominal fluid and transtracheal wash cytology.,eng,Veterinary clinical pathology / American Society for Veterinary Clinical Pathology,Vet Clin Pathol,44,3,"{""Fernanda Cesar"",""Anne A Wooldridge"",""Cinzia Mastrorilli"",""Pete W Christopherson"",""Kellye Joiner""}"
361682,Outcome of patients with severe PH due to lung disease with     and without targeted therapy,English,Cardiovascular therapeutics,,32,5,"{""Seiler I"",""Baron M"",""Arzt M"",""Pfeifer M"",""Lange TJ""}"
732256,A comprehensive assessment of maternal deaths in Argentina: translating multicentre collaborative research into action.,,Bulletin of the World Health Organization,Bull.WHO,85,8,"{""Romero M"",""Mercer R"",""Ramos S"",""Karolinski A""}"
636937,"Human african trypanosomiasis diagnosis in first-line health services of endemic countries, a systematic review.",eng,Plos Neglected Tropical Diseases,,6,11,"{""Victor Kande"",""Epco Hasker"",""Veerle Lejon"",""Jean-Jacques Muyembe"",""Patrick Mitashi"",""Marleen Boelaert"",""Pascal Lutumba""}"
743394,Overlap of food addiction and substance use disorders definitions: analysis of animal and human studies.,eng,Neuropharmacology,Neuropharmacology,85,,"{""Antoine Hone-Blanchet"",""Shirley Fecteau""}"
592201,Efficacy of prolonged administration of intravenous erythromycin in an ambulatory setting as treatment of severe gastroparesis: one center's experience,eng,,,28,2,"{""E. M. Quigley"",""J. K. DiBaise""}"
914007,Bound for success: a systematic review of constraint-induced movement therapy in children with cerebral palsy supports improved arm and hand use (Structured abstract),,Physical therapy,Phys Ther,89,11,"{""H. H. Huang"",""J. Hale"",""L. Fetters"",""A. McBride""}"
208824,"Optical turbulence: weak turbulence, condensates and collapsing filaments in the nonlinear Schr̦dinger equation",,Physica D: Nonlinear Phenomena,,57,1,"{""V.E. Zakharov"",""S. Dyachenko"",""A.C. Newell"",""A. Pushkarev""}"
759501,"[Progress in joint international research of demographic and geographic distribution of insignificant, middle and high-grade tuberculin skin sensitivity].",ger,Zeitschrift f��r Erkrankungen der Atmungsorgane mit Folia bronchologica,Z Erkr Atmungsorgane Folia Bronchol,133,1,"{""M A Bleiker""}"
506162,Efficacy of Class 1 elastic compression stockings in the early stages of chronic venous disease. A comparative study.,eng,Int. Angiol.,,22,4,"{""F Vin"",""F A Allaert"",""J P Benigni"",""S Sadoun""}"
372697,The future of JAK inhibition in myelofibrosis and beyond,,Blood Reviews,Blood Rev.,28,5,"{""R.A. Mesa"",""N.C.P. Cross"",""J.O. Mascarenhas""}"
609245,Reinventing the wheel? Or the emperor's new clothes.,eng,J Altern Complement Med,"Journal of alternative and complementary medicine (New York, N.Y.)",9,5,"{""George Vithoulkas"",""Menachem Oberbaum"",""Shepherd Singer"",""Robbert van Haselen""}"
584706,A study of out-of-hospital cardiac arrests in northeastern Minnesota,eng,Jama,Jama,256,4,"{""G. S. McDonald"",""J. W. Bachman"",""P. C. O'Brien""}"
822897,"The Chinese medicine construct ""stagnation"" in mind-body connection mediates the effects of mindfulness training on depression and anxiety",,Complementary Therapies in Medicine,,21,4,"{""K. F. Lam"",""S. M. Ng"",""B. H. P. Lau"",""H. H. M. Lo"",""C. L. W. Chan""}"
145770,Outcomes from patients with multi-vessel disease following primary PCI: staged PCI imparts very low mortality.,eng,Catheterization and cardiovascular interventions : official journal of the Society for Cardiac Angiography & Interventions,Catheter Cardiovasc Interv,77,5,"{""Gilles Montalescot"",""Gordon FitzGerald"",""Kurt G Barringhaus"",""[Collective Name] GRACE Investigators"",""Frans Van de Werf"",""Joel M Gore"",""David D McManus"",""Jos̩ L�_pez-Send�_n"",""Philippe Gabriel Steg"",""Kay Lee Park""}"
24026,Modelling the effects of subjective and objective decision making in scientific peer review.,eng,Nature,Nature,506,7486,"{""Marcus R Munaf�_"",""Mike W Peacey"",""In-Uck Park""}"
44484,"Exercise-induced flow limitation, dynamic hyperinflation and exercise capacity in patients with bronchial asthma.",eng,The European respiratory journal,Eur. Respir. J.,24,3,"{""A Polychronaki"",""Ch Roussos"",""A Koutsoukou"",""I Dimitroulis"",""J Milic-Emili"",""N G Koulouris"",""S Retsou"",""E N Kosmas"",""M Gaga""}"
379988,The combined role of serotonin and interleukin-6 as biomarker for autism,,,,284,0,"{""Y.-J. Du"",""X.-M. Zhu"",""B. Sang"",""C.-J. Yang"",""C.-L. Liu""}"
333862,General public's and physicians' perception of health risk associated with radon exposure in the state of Azad Jammu and Kashmir,,"Public health nursing (Boston, Mass.)",Public Health Nurs,25,4,"{""Muhammad Rafique"",""M. Ikram Shahzad"",""Shahida Jabeen""}"
779555,Cost-effectiveness of statins for primary prevention in patients newly diagnosed with type 2 diabetes in the Netherlands,English,Value in Health,,17,2,"{""S. T. Visser"",""M. J. Postma"",""P. Denig"",""F. M. De Vries"",""E. Hak""}"
323860,Women's sexuality in the South African constitutional court,English,Feminist Legal Studies,,14,3,"{""E. Bonthuys""}"
646572,[Medical and psychosocial care needs of cancer patients: a systematic review comparing urban and rural provisions].,ger,Impfstoffe: Akzeptanz und Sicherheit.,,135,31,"{""R Schwarz"",""J Ernst"",""M Zenger"",""E Br�_hler"",""R Schmidt""}"
128182,"A randomized, double-blind, placebo controlled triphosphate in study of oral adenosine subacute low back pain",eng,,,32,0,"{""M. Rossignol"",""F. A. Allaert"",""B. Bannwarth"",""J. P. C1  - Fr̴n RCT-șkningen CN  - Pubmed DA  - Jun DP  - NLM ET  - 2005/06/09 Valat"",""S. Rozenberg"",""B. Avouac""}"
252998,Efficacy and safety of NMDA receptor antagonists augmentation therapy for schizophrenia: An updated meta-analysis of randomized placebo-controlled trials,,Journal of Psychiatric Research,,47,12,"{""Yuki Matsuda"",""Taro Kishi"",""Nakao Iwata""}"
231933,"Taste, olfactory and food texture reward processing in the brain and obesity",,International Journal of Obesity,,35,4,"{""E. T. Rolls""}"
683304,Prefrontal hypoactivation and recovery in insomnia.,eng,Sleep,Sleep,31,9,"{""Joost P A Kuijer"",""Thom A Voorn"",""Ernesto J Sanz-Arigita"",""Ellemarije Altena"",""Eus J W Van Someren"",""Serge A R B Rombouts"",""Ysbrand D Van Der Werf""}"
854628,Determinants of drug response in a cisplatin-resistant human lung cancer cell line.,eng,JPN. J. CANCER RES.,,81,5,"{""N Saijo"",""M Yamakido"",""K D Tew"",""Y Fujiwara"",""K Kasahara"",""M Bungo"",""Y Sugimoto""}"
117678,"Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis, a pre-cancerous condition of oral cancer.",eng,Journal of dental research,J. Dent. Res.,80,12,"{""L J Hahn"",""C J Chiu"",""M L Chang"",""L L Hsieh"",""Y S Kuo"",""H M Chen"",""C P Chiang"",""C J Chen""}"
795170,Improving end-of-life care for patients with chronic obstructive pulmonary disease.,eng,Therapeutic advances in respiratory disease,Ther Adv Respir Dis,7,6,"{""Helen M Sorenson""}"
783722,Diabetes and other comorbidities in breast cancer survival by race/ethnicity: The California breast cancer survivorship consortium (CBCSC),English,Cancer Epidemiology Biomarkers and Prevention,,24,2,"{""B. J. Caan"",""E. M. John"",""T. H. M. Keegan"",""A. H. Wu"",""L. Bernstein"",""S. Shariff-Marco"",""R. Sposto"",""C. C. Tseng"",""J. Sullivan-Halley"",""Y. Lu"",""C. Vigen"",""M. L. Kwan"",""S. L. Gomez"",""A. W. Kurian"",""I. Cheng"",""V. S. Lee""}"
376103,Effect of e-health on medical expenditures of outpatients with lifestyle-related diseases,English,,,17,8,"{""Y. Akematsu"",""M. Tsuji"",""K. Minetaki""}"
505530,Fiscal impact of a potential legislative ban on second trimester elective terminations for prenatally diagnosed abnormalities (Structured abstract),,,,91,5,"{""E. L. Krivchenia"",""M. I. Evans"",""M. A. Ayoub"",""V. L. Miller"",""S. B. Ransom""}"
868618,Phase III randomized sequential open-label study to evaluate the efficacy and safety of sorafenib followed by pazopanib vs pazopanib followed by sorafenib in the treatment of advanced / metastatic renal cell carcinoma-design of the SWITCH-2 Study (NCT01613846),,Onkologie,Onkologie,36,0,"{""J. Gschwend"",""S. Schirrmacher-Memmel"",""A. Beeker"",""M. O. Grimm"",""B. Brehmer"",""M. Zaiss"",""U. Von Verschuer"",""S. Pahernik"",""M. Bos"",""M. De Santis"",""M. Retz"",""S. Krause""}"
503451,Epidemiology of sporting injuries among elite soccer players: A longitudinal study,,Rheumatology (United Kingdom),Rheumatology,51,0,"{""M Gimpel"",""S Gadola"",""P Cooper"",""K Jameson"",""G Deakin"",""M Godtschailk"",""M Stokes"",""C Cooper""}"
113363,Mental health symptoms in a population based survey of minority farm operators,,,,0,0,"{""A. L. Steege"",""T. Alterman"",""M. R. Petersen"",""J. Li""}"
944558,Motor cortex stimulation in patients with post-stroke pain: conscious somatosensory response and pain control,eng,Neurol Res,Neurological research,25,2,"{""H. Oshima"",""K. Kobayashi"",""T. Yamamoto"",""M. Kasai"",""C. Fukaya"",""Y. Katayama""}"
875250,Antimicrobial resistance of H. pylori isolates in alaska native persons from 2000-2008: Results from the alaska sentinel surveillance project,,Helicobacter,Helicobacter,14,4,"{""M. G. Bruce"",""J. Morris"",""B. McMahon"",""A. Tveit"",""D. Hurlburt"",""D. Bruden""}"
786108,Results of the phase II NCRI CLL206 trial of alemtuzumab in combination with high-dose methylprednisolone for high-risk (17P-) CLL,,Haematologica,,94,0,"{""C. Dearden"",""J. Dodd"",""E. Matutes"",""D. Catovsky"",""J. Blundell"",""A. Rawstrom"",""D. Allsup"",""D. Oscier"",""T. Hamblin"",""S. Dodd"",""E. Heartin"",""R. Jones"",""J. Radford"",""S. Proctor"",""S. Agrawal"",""P. Hillmen"",""G. Follows"",""R. Pettitt"",""A. Bloor"",""S. Devereux"",""S. Carruthers""}"
233544,Timely access to specialist medical oncology services closer to home for rural patients: experience from the Townsville Teleoncology Model.,eng,The Australian journal of rural health,Aust J Rural Health,22,4,"{""Sabe Sabesan"",""Peter Aiken"",""Lynden J Roberts"",""Sarah Larkins"",""Abhishek Joshi""}"
163093,Bioavailability and tolerability of intranasal diazepam in healthy adult volunteers,English,,,84,0,"{""Robert L. Kriel"",""Jennifer R. Riss"",""Vijay D. Ivaturi"",""James C. C2  - 19231138 DB  - MEDLINE DO  - http://dx.doi.org/10.1016/j.eplepsyres.2009.01.001 Cloyd"",""Ronald A. Siegel""}"
31763,Protein kinase CK-1 inhibitors as new potential drugs for amyotrophic lateral sclerosis.,eng,Journal of medicinal chemistry,J. Med. Chem.,57,6,"{""Irene G Salado"",""Ana Martinez"",""Daniel I Perez"",""Brian C Kraemer"",""Murilo L Bello"",""Concepci�_n Perez"",""Nicole F Liachko"",""Magalie Lecourtois"",""Miriam Redondo"",""Carmen Gil"",""Laetitia Miguel""}"
949775,The Prevalence and Age-Related Characteristics of Pain in a Sample of Women Veterans Receiving Primary Care,,Journal of Women's Health (15409996),,15,7,"{""Alicia Heapy"",""Sally G. Haskell"",""M. Carrington Reid"",""Robert D. Kerns"",""Rebecca K. Papas""}"
847600,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,ENG,"Public health nursing (Boston, Mass.)",Public Health Nurs,,,"{""Ashley McDonald"",""Shannon N Zenk"",""Colleen Corte"",""Kelly K Jones""}"
638338,"Letter by Raposeiras-Roubin et al regarding article, ""mortality associated with atrial fibrillation in patients with myocardial infarction: a systematic review and meta-analysis"".",eng,Circulation,Circulation,124,18,"{""Sergio Raposeiras-Roub�_n"",""Jos̩ Maria Garc�_a-Acu̱a"",""Jos̩ Ram�_n Gonz��lez-Juanatey""}"
14077,Preferential expression of T-cell receptor V beta-chains in atopic eczema.,eng,Acta dermato-venereologica,Acta Derm. Venereol.,76,3,"{""C L̦liger"",""K Neuber"",""J Ring"",""I K̦hler""}"
453607,Evidence-based evaluation of therapeutic measures for amyotrophic lateral sclerosis. [Chinese],,,,0,0,{NULL}
690793,Enhanced meta-analysis of acetylcholine binding protein structures reveals conformational signatures of agonism in nicotinic receptors.,eng,Protein science : a publication of the Protein Society,Protein Sci.,21,3,"{""Cameron F Abrams"",""Spencer T Stober""}"
799604,Factors associated with orthodontic patient compliance with intraoral elastic and headgear wear.,eng,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",Am J Orthod Dentofacial Orthop,97,4,"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}"
718091,"A 23-year-old Hispanic migrant fieldworker who presents with a painful rash on his limbs, trunk, and face. Guttate psoriasis.",eng,"JAAPA: Journal of the American Academy of Physician Assistants (Haymarket Media, Inc.)",,20,1,"{""Richard Andrews"",""Erica B Lundsten"",""A Maureen Bundick Morgan""}"
935189,Influence of two handwashing frequencies on reduction in colonizing flora with three handwashing products used by health care personnel.,eng,American journal of infection control,Am J Infect Control,17,2,"{""E Larson"",""B A Laughon"",""K Mayur""}"
711472,Impact of diet restriction and/or resistance training on physical capacity in obese older women...7th World Congress on Aging and Physical Activity,,Journal of Aging & Physical Activity,,16,0,"{""Bouchard DR"",""Soucy L"",""Senechal M"",""Brochu M"",""Dionne IJ""}"
660574,Meta-analysis of the influence of I148M variant of patatin-like phospholipase domain containing 3 gene (PNPLA3) on the susceptibility and histological severity of nonalcoholic fatty liver disease.,eng,"Hepatology (Baltimore, Md.)",Hepatology,53,6,"{""Silvia Sookoian"",""Carlos J Pirola""}"
873322,"Prevalence, molecular characterization, and phenotypic confirmation of extended-spectrum beta-lactamases in Escherichia coli, Klebsiella pneumoniae, and Klebsiella oxytoca at the Radboud University Nijmegen Medical Centre in The Netherlands",eng,Microb Drug Resist,,16,1,"{""C. Handgraaf"",""W. J. Melchers"",""T. Klaassen"",""P. D. Sturm"",""E. T. Bochum"",""S. V. van Mook-Vermulst""}"
774830,Diagnosis of Stroke-Associated Pneumonia: Recommendations From the Pneumonia in Stroke Consensus Group.,,Stroke; a journal of cerebral circulation,Stroke,46,8,"{""Diederik van de Beek"",""Anthony G Rudd"",""Lalit Kalra"",""Joan Montaner"",""Javier Garau"",""Pippa J Tyrrell"",""Stephen J Hopkins"",""Craig J Smith"",""Mark Woodhead"",""Angel Chamorro"",""Mario Di Napoli"",""Andreas Meisel"",""Peter Langhorne"",""Andy Vail"",""Amit K Kishore"",""Christine Roffe""}"
768192,A narrative review of surgical resident duty hour limits: where do we go from here?,eng,J Grad Med Educ,Journal of graduate medical education,5,1,"{""P. D. Fabricant"",""M. P. Bostrom"",""C. J. Dy"",""D. M. Dare""}"
950926,FACTORS ASSOCIATED WITH SELF-WORTH IN YOUNG PEOPLE WITH PHYSICAL DISABILITIES,,Health & Social Work,,29,3,"{""Beverley J. Antle""}"
204215,Different renal toxicity profiles in the association of cyclosporine and tacrolimus with sirolimus in rats.,eng,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",Nephrol. Dial. Transplant.,23,10,"{""N̼ria Lloberas"",""Marcel la Franquesa"",""Josep M Cruzado"",""Josep M Griny�_"",""In̩s Rama"",""Gabriela Alperovich"",""Immaculada Herrero-Fresneda"",""Joan Torras"",""Pepita Gim̩nez-Bonaf̩""}"
129552,A meta-analysis of alcohol drinking and oral and pharyngeal cancers. Part 2: results by subsites.,eng,Oral oncology,Oral Oncol.,46,10,"{""Paolo Boffetta"",""Giovanni Corrao"",""Irene Tramacere"",""Vincenzo Bagnardi"",""Eva Negri"",""Lorenza Scotti"",""Werner Garavello"",""Matteo Rota"",""Carlo La Vecchia"",""Federica Turati"",""Farhad Islami""}"
526825,Genetic overlap between diagnostic subtypes of ischemic stroke.,eng,Stroke; a journal of cerebral circulation,Stroke,46,3,"{""Eugenio A Parati"",""Bruce M Psaty"",""Christopher Levi"",""Guido Falcone"",""Ioana Cotlarciuc"",""Bradford B Worrall"",""Rodney J Scott"",""Hugh S Markus"",""Jonathan Rosand"",""Jim Jannes"",""John W Cole"",""Sudha Seshadri"",""Rainer Malik"",""M Arfan Ikram"",""Christopher Oldmeadow"",""Karen L Furie"",""Kerri L Wiggins"",""Jane M Maguire"",""Matthew Traylor"",""Peter M Rothwell"",""[Collective Name] Wellcome Trust Case Control Consortium 2"",""[Collective Name] Australian Stroke Genetics Collaborative"",""Steven J Kittner"",""Braxton D Mitchell"",""Elizabeth G Holliday"",""Jemma C Hopewell"",""Giorgio B Boncoraglio"",""Eric Boerwinkle"",""Lisa F Lincz"",""Robert Clarke"",""Steve Bevan"",""Naomi R Wray"",""John Attia"",""James F Meschia"",""Joshua C Bis"",""Thomas H Mosley"",""Mike A Nalls"",""Cathie Sudlow"",""Yu-Ching Cheng"",""Pankaj Sharma"",""Martin Dichgans"",""[Collective Name] International Stroke Genetics Consortium"",""Myriam Fornage""}"
